product_id,product_name,category,sub_category,brand,model,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,case_size,display,battery_life,water_resistance,connectivity,health_features,sports_modes,features,description,purpose,image_url,product_url
400233,Fire-Boltt Invincible Plus,Electronics,Smartwatch,Fire-Boltt,Invincible Plus,4899,8799,44,4.8,5696,In Stock,ShopWise Store,1 Year,Blue,46 mm,AMOLED,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"GPS, Always-On Display, AMOLED Display, Bluetooth Calling","Fire-Boltt Invincible Plus smartwatch featuring GPS, Always-On Display, AMOLED Display, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400233.jpg,https://example.com/products/400233
400234,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,Forerunner 165,74399,79299,6,4.6,6375,In Stock,ShopWise Store,1 Year,Gold,41 mm,AMOLED,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"5ATM Water Resistance, Always-On Display, Women's Health Tracking, Bluetooth Calling","Garmin Forerunner 165 smartwatch featuring 5ATM Water Resistance, Always-On Display, Women's Health Tracking, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400234.jpg,https://example.com/products/400234
400235,Amazfit Bip 5,Electronics,Smartwatch,Amazfit,Bip 5,9299,11199,17,4.2,11057,In Stock,ShopWise Store,1 Year,Gold,41 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"GPS, Always-On Display, AMOLED Display, Sleep Tracking","Amazfit Bip 5 smartwatch featuring GPS, Always-On Display, AMOLED Display, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400235.jpg,https://example.com/products/400235
400236,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,Visionary,5199,5799,10,4.6,17776,In Stock,ShopWise Store,1 Year,Gold,42 mm,LCD,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"AMOLED Display, 100+ Sports Modes, Sleep Tracking, Voice Assistant","Fire-Boltt Visionary smartwatch featuring AMOLED Display, 100+ Sports Modes, Sleep Tracking, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400236.jpg,https://example.com/products/400236
400237,Fire-Boltt Ninja Call Pro,Electronics,Smartwatch,Fire-Boltt,Ninja Call Pro,3299,6899,52,4.5,11188,In Stock,ShopWise Store,1 Year,Blue,44 mm,AMOLED,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Heart Rate Monitor, AMOLED Display, Stress Monitoring, Voice Assistant","Fire-Boltt Ninja Call Pro smartwatch featuring Heart Rate Monitor, AMOLED Display, Stress Monitoring, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400237.jpg,https://example.com/products/400237
400238,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,Visionary,5999,9799,39,4.4,4799,In Stock,ShopWise Store,1 Year,Black,41 mm,LCD,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"100+ Sports Modes, SpO2 Monitoring, Voice Assistant, GPS","Fire-Boltt Visionary smartwatch featuring 100+ Sports Modes, SpO2 Monitoring, Voice Assistant, GPS. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400238.jpg,https://example.com/products/400238
400239,Garmin Venu 3,Electronics,Smartwatch,Garmin,Venu 3,25699,26999,5,4.1,9213,In Stock,ShopWise Store,1 Year,Blue,41 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"GPS, Always-On Display, 5ATM Water Resistance, Heart Rate Monitor","Garmin Venu 3 smartwatch featuring GPS, Always-On Display, 5ATM Water Resistance, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400239.jpg,https://example.com/products/400239
400240,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,Galaxy Watch7,30399,32699,7,4.2,4578,In Stock,ShopWise Store,1 Year,Pink,41 mm,AMOLED,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"5ATM Water Resistance, GPS, AMOLED Display, 100+ Sports Modes","Samsung Galaxy Watch7 smartwatch featuring 5ATM Water Resistance, GPS, AMOLED Display, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400240.jpg,https://example.com/products/400240
400241,boAt Wave Sigma,Electronics,Smartwatch,boAt,Wave Sigma,3999,5999,33,4.2,4919,In Stock,ShopWise Store,1 Year,Blue,46 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Women's Health Tracking, AMOLED Display, SpO2 Monitoring, 100+ Sports Modes","boAt Wave Sigma smartwatch featuring Women's Health Tracking, AMOLED Display, SpO2 Monitoring, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400241.jpg,https://example.com/products/400241
400242,Fire-Boltt Ninja Call Pro,Electronics,Smartwatch,Fire-Boltt,Ninja Call Pro,6299,10299,39,4.4,2804,In Stock,ShopWise Store,1 Year,Black,42 mm,LCD,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Heart Rate Monitor, SpO2 Monitoring, GPS, Always-On Display","Fire-Boltt Ninja Call Pro smartwatch featuring Heart Rate Monitor, SpO2 Monitoring, GPS, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400242.jpg,https://example.com/products/400242
400243,Garmin Venu 3,Electronics,Smartwatch,Garmin,Venu 3,31099,34299,9,4.7,2382,In Stock,ShopWise Store,1 Year,Green,41 mm,LCD,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"SpO2 Monitoring, Heart Rate Monitor, GPS, Sleep Tracking","Garmin Venu 3 smartwatch featuring SpO2 Monitoring, Heart Rate Monitor, GPS, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400243.jpg,https://example.com/products/400243
400244,Amazfit Balance,Electronics,Smartwatch,Amazfit,Balance,12999,15899,18,4.5,4401,In Stock,ShopWise Store,1 Year,Pink,42 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Women's Health Tracking, SpO2 Monitoring, Always-On Display, 5ATM Water Resistance","Amazfit Balance smartwatch featuring Women's Health Tracking, SpO2 Monitoring, Always-On Display, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400244.jpg,https://example.com/products/400244
400245,Apple Watch Ultra 2,Electronics,Smartwatch,Apple,Watch Ultra 2,53300,56700,6,4.9,7087,In Stock,ShopWise Store,1 Year,Silver,44 mm,AMOLED,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Bluetooth Calling, Voice Assistant, 100+ Sports Modes, SpO2 Monitoring","Apple Watch Ultra 2 smartwatch featuring Bluetooth Calling, Voice Assistant, 100+ Sports Modes, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400245.jpg,https://example.com/products/400245
400246,boAt Xtend Pro,Electronics,Smartwatch,boAt,Xtend Pro,3399,7899,57,4.2,10777,In Stock,ShopWise Store,1 Year,Green,41 mm,AMOLED,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Always-On Display, 5ATM Water Resistance, Women's Health Tracking, SpO2 Monitoring","boAt Xtend Pro smartwatch featuring Always-On Display, 5ATM Water Resistance, Women's Health Tracking, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400246.jpg,https://example.com/products/400246
400247,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,Forerunner 165,48099,52999,9,4.2,14324,In Stock,ShopWise Store,1 Year,Gold,44 mm,LCD,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Women's Health Tracking, Sleep Tracking, AMOLED Display, Always-On Display","Garmin Forerunner 165 smartwatch featuring Women's Health Tracking, Sleep Tracking, AMOLED Display, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400247.jpg,https://example.com/products/400247
400248,Garmin Venu 3,Electronics,Smartwatch,Garmin,Venu 3,68899,73399,6,4.5,24696,In Stock,ShopWise Store,1 Year,Pink,44 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Sleep Tracking, 100+ Sports Modes, SpO2 Monitoring, GPS","Garmin Venu 3 smartwatch featuring Sleep Tracking, 100+ Sports Modes, SpO2 Monitoring, GPS. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400248.jpg,https://example.com/products/400248
400249,boAt Lunar Connect,Electronics,Smartwatch,boAt,Lunar Connect,2199,3099,29,4.2,10844,In Stock,ShopWise Store,1 Year,Blue,42 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Stress Monitoring, Heart Rate Monitor, Sleep Tracking, Women's Health Tracking","boAt Lunar Connect smartwatch featuring Stress Monitoring, Heart Rate Monitor, Sleep Tracking, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400249.jpg,https://example.com/products/400249
400250,Amazfit GTR Mini,Electronics,Smartwatch,Amazfit,GTR Mini,23699,25199,6,4.2,14653,In Stock,ShopWise Store,1 Year,Pink,49 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Voice Assistant, Sleep Tracking, Always-On Display, SpO2 Monitoring","Amazfit GTR Mini smartwatch featuring Voice Assistant, Sleep Tracking, Always-On Display, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400250.jpg,https://example.com/products/400250
